UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
100654,1,2,1,2,3,2,1,1,3,"R",9579,"R",3160,"R",6419,"R",8789,"R",2828,"R",5961,"R",1710,"R",652,"R",1058,"R",1704,"R",650,"R",1054,"R",6,"R",2,"R",4,"R",592,"R",35,"R",1251,"R",73,"R",430,"R",510,"R",410,"R",500,"R",15,"R",19,"R",14,"R",20,"R",15,"R",18
100663,1,3,1,1,3,3,1,3,3,"R",8298,"R",2957,"R",5341,"R",6112,"R",2279,"R",3833,"R",2346,"R",909,"R",1437,"R",2304,"R",892,"R",1412,"R",42,"R",17,"R",25,"R",312,"R",13,"R",2159,"R",92,"R",560,"R",680,"R",530,"R",685,"R",22,"R",29,"R",22,"R",32,"R",20,"R",27
100706,1,2,1,3,3,2,1,1,3,"R",5295,"R",2894,"R",2401,"R",4372,"R",2500,"R",1872,"R",1497,"R",964,"R",533,"R",1489,"R",960,"R",529,"R",8,"R",4,"R",4,"R",108,"R",7,"R",1380,"R",92,"R",617,"R",720,"R",620,"R",770,"R",25,"R",31,"R",25,"R",34,"R",24,"R",30
100724,1,3,2,3,3,3,1,1,3,"R",6674,"R",2051,"R",4428,"R",6467,"R",1963,"R",4320,"R",1023,"R",382,"R",641,"R",1004,"R",371,"R",633,"R",19,"R",11,"R",8,"R",275,"R",27,"R",819,"R",80,"R",450,"R",510,"R",430,"R",510,"R",15,"R",19,"R",14,"R",20,"R",15,"R",17
100751,1,2,1,1,3,3,1,1,3,"R",38505,"R",14709,"R",23796,"R",31835,"R",12230,"R",19605,"R",6764,"R",2888,"R",3876,"R",6734,"R",2879,"R",3855,"R",30,"R",9,"R",21,"R",1808,"R",27,"R",4892,"R",72,"R",550,"R",660,"R",530,"R",680,"R",23,"R",31,"R",23,"R",33,"R",21,"R",29
100830,1,2,1,3,3,3,1,1,3,"R",4109,"R",1442,"R",2667,"R",3716,"R",1306,"R",2410,"R",626,"R",238,"R",388,"R",602,"R",228,"R",374,"R",24,"R",10,"R",14,"R",39,"R",6,"R",530,"R",85,"R",470,"R",570,"R",450,"R",580,"R",19,"R",23,"R",19,"R",24,"R",16,"R",22
100858,1,2,1,1,2,3,1,1,3,"R",20205,"R",8572,"R",11633,"R",16300,"R",6997,"R",9303,"R",4808,"R",2330,"R",2478,"R",4761,"R",2305,"R",2456,"R",47,"R",25,"R",22,"R",866,"R",18,"R",3911,"R",81,"R",580,"R",650,"R",570,"R",670,"R",25,"R",31,"R",25,"R",33,"R",23,"R",28
100937,1,5,5,3,5,3,5,5,3,"R",3384,"R",1420,"R",1964,"R",1821,"R",842,"R",979,"R",332,"R",167,"R",165,"R",332,"R",167,"R",165,"A",,"A",,"A",,"R",58,"R",17,"R",246,"R",74,"R",570,"R",660,"R",540,"R",650,"R",22,"R",29,"R",22,"R",30,"R",20,"R",27
101189,1,2,1,3,2,3,1,2,3,"R",1209,"R",572,"R",637,"R",947,"R",492,"R",455,"R",276,"R",159,"R",117,"R",259,"R",148,"R",111,"R",17,"R",11,"R",6,"R",18,"R",7,"R",222,"R",80,"R",500,"R",590,"R",500,"R",570,"R",18,"R",23,"R",17,"R",23,"R",16,"R",22
101365,5,3,1,3,3,3,2,2,1,"R",69,"R",29,"R",40,"R",54,"R",24,"R",30,"R",41,"R",17,"R",24,"R",11,"R",0,"R",11,"R",30,"R",17,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101435,1,2,1,2,2,2,1,1,3,"R",2336,"R",1172,"R",1164,"R",1385,"R",695,"R",690,"R",256,"R",141,"R",115,"R",256,"R",141,"R",115,"R",0,"R",0,"R",0,"R",47,"R",18,"R",228,"R",89,"R",530,"R",595,"R",505,"R",585,"R",17,"R",24,"R",19,"R",24,"R",16,"R",23
101453,5,3,1,3,1,3,1,1,3,"R",17,"R",16,"R",1,"R",4,"R",4,"R",0,"R",4,"R",4,"A",,"R",0,"R",0,"A",,"R",4,"R",4,"A",,"R",0,"R",0,"R",2,"R",50,"A",,"A",,"A",,"A",,"R",1,"R",21,"R",1,"R",20,"R",2,"R",16
101480,1,3,1,3,3,3,1,1,3,"R",10187,"R",3874,"R",6313,"R",5581,"R",2152,"R",3429,"R",1493,"R",608,"R",885,"R",1469,"R",596,"R",873,"R",24,"R",12,"R",12,"R",18,"R",1,"R",1327,"R",89,"R",480,"R",590,"R",450,"R",570,"R",18,"R",24,"R",17,"R",25,"R",16,"R",23
101541,1,2,1,2,2,3,1,5,3,"R",478,"Z",0,"R",478,"R",178,"A",,"R",178,"R",47,"A",,"R",47,"R",47,"A",,"R",47,"R",0,"A",,"R",0,"R",1,"R",2,"R",46,"R",98,"A",,"A",,"A",,"A",,"R",17,"R",21,"R",17,"R",23,"R",15,"R",20
101587,2,3,1,2,3,3,1,1,3,"R",7569,"R",2681,"R",4888,"R",2644,"R",938,"R",1706,"R",322,"R",135,"R",187,"R",320,"R",134,"R",186,"R",2,"R",1,"R",1,"R",25,"R",8,"R",297,"R",92,"R",440,"R",520,"R",420,"R",500,"R",18,"R",22,"R",16,"R",21,"R",18,"R",24
101648,1,3,1,1,3,3,1,1,3,"R",1064,"R",692,"R",372,"R",613,"R",438,"R",175,"R",292,"R",213,"R",79,"R",292,"R",213,"R",79,"A",,"A",,"A",,"R",112,"R",42,"R",188,"R",70,"R",560,"R",650,"R",540,"R",650,"R",18,"R",26,"R",17,"R",26,"R",17,"R",26
101693,1,3,5,3,3,3,1,1,3,"R",2696,"R",791,"R",1905,"R",1231,"R",345,"R",886,"R",266,"R",88,"R",178,"R",266,"R",88,"R",178,"R",0,"R",0,"R",0,"R",12,"R",5,"R",254,"R",95,"R",540,"R",590,"R",470,"R",570,"R",20,"R",27,"R",19,"R",28,"R",17,"R",25
101709,1,2,1,2,3,3,1,1,3,"R",5553,"R",1813,"R",3740,"R",2954,"R",936,"R",2018,"R",493,"R",189,"R",304,"R",482,"R",185,"R",297,"R",11,"R",4,"R",7,"R",68,"R",14,"R",456,"R",92,"R",520,"R",620,"R",510,"R",620,"R",20,"R",25,"R",20,"R",27,"R",17,"R",24
101879,1,2,1,2,3,3,1,1,3,"R",2691,"R",925,"R",1766,"R",2389,"R",829,"R",1560,"R",1030,"R",345,"R",685,"R",1020,"R",338,"R",682,"R",10,"R",7,"R",3,"R",45,"R",4,"R",991,"R",96,"R",520,"R",610,"R",495,"R",570,"R",20,"R",26,"R",20,"R",27,"R",17,"R",24
101912,1,3,1,2,2,3,1,2,3,"R",1775,"R",615,"R",1160,"R",1149,"R",384,"R",765,"R",299,"R",127,"R",172,"R",299,"R",127,"R",172,"R",0,"R",0,"R",0,"R",136,"R",45,"R",196,"R",66,"R",450,"R",578,"R",403,"R",530,"R",16,"R",23,"R",15,"R",23,"R",15,"R",21
102049,1,3,1,5,5,3,5,3,3,"R",3912,"R",1306,"R",2606,"R",3259,"R",1028,"R",2231,"R",901,"R",279,"R",622,"R",900,"R",278,"R",622,"R",1,"R",1,"R",0,"R",328,"R",36,"R",758,"R",84,"R",550,"R",640,"R",520,"R",610,"R",23,"R",29,"R",23,"R",32,"R",21,"R",27
102094,1,3,1,3,3,3,1,1,3,"R",6350,"R",2401,"R",3949,"R",4997,"R",1829,"R",3168,"R",1617,"R",604,"R",1013,"R",1600,"R",597,"R",1003,"R",17,"R",7,"R",10,"R",152,"R",9,"R",1523,"R",94,"R",520,"R",620,"R",510,"R",600,"R",20,"R",27,"R",21,"R",29,"R",18,"R",26
102234,1,2,1,2,1,3,5,1,3,"R",7616,"R",2394,"R",5222,"R",3791,"R",1223,"R",2568,"R",292,"R",114,"R",178,"R",292,"R",114,"R",178,"R",0,"R",0,"R",0,"R",56,"R",19,"R",258,"R",88,"R",510,"R",610,"R",515,"R",590,"R",20,"R",25,"R",20,"R",27,"R",18,"R",25
102270,1,3,1,3,3,3,2,1,3,"R",2697,"R",787,"R",1539,"R",889,"R",305,"R",546,"R",235,"R",115,"R",119,"R",231,"R",112,"R",119,"R",4,"R",3,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102368,1,3,1,2,3,3,1,1,2,"R",6146,"R",2298,"R",3848,"R",5382,"R",2006,"R",3376,"R",1679,"R",642,"R",1037,"R",1395,"R",541,"R",854,"R",284,"R",101,"R",183,"R",95,"R",6,"R",1046,"R",62,"R",470,"R",550,"R",460,"R",540,"R",18,"R",24,"R",19,"R",26,"R",17,"R",24
102377,1,2,1,2,2,2,1,1,3,"R",10750,"R",3326,"R",7424,"R",5561,"R",1636,"R",3925,"R",526,"R",188,"R",338,"R",513,"R",181,"R",332,"R",13,"R",7,"R",6,"R",298,"R",57,"R",338,"R",65,"R",460,"R",558,"R",420,"R",540,"R",18,"R",23,"R",17,"R",24,"R",16,"R",22
102553,5,5,1,2,3,3,2,1,5,"R",3673,"R",1605,"R",2068,"R",3047,"R",1344,"R",1703,"R",1356,"R",613,"R",743,"R",1007,"R",474,"R",533,"R",349,"R",139,"R",210,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102614,1,3,1,3,3,3,1,1,3,"R",1383,"R",604,"R",779,"R",1051,"R",460,"R",591,"R",686,"R",307,"R",379,"R",539,"R",262,"R",277,"R",147,"R",45,"R",102,"R",273,"R",40,"R",261,"R",38,"R",520,"R",650,"R",510,"R",630,"R",17,"R",25,"R",15,"R",25,"R",17,"R",25
102632,1,3,1,2,3,2,2,1,3,"R",492,"R",171,"R",321,"R",298,"R",110,"R",188,"R",172,"R",68,"R",104,"R",109,"R",46,"R",63,"R",63,"R",22,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102669,1,3,1,2,3,3,3,1,3,"R",353,"R",100,"R",253,"R",315,"R",90,"R",225,"R",52,"R",14,"R",38,"R",48,"R",12,"R",36,"R",4,"R",2,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104151,2,2,1,2,3,3,1,1,2,"R",34188,"R",17947,"R",16241,"R",29562,"R",15231,"R",14331,"R",10044,"R",5455,"R",4589,"R",9977,"R",5420,"R",4557,"R",67,"R",35,"R",32,"R",5801,"R",58,"R",5857,"R",58,"R",560,"R",670,"R",560,"R",690,"R",22,"R",28,"R",21,"R",29,"R",22,"R",28
104179,1,3,1,2,3,2,5,5,3,"R",40854,"R",17880,"R",22974,"R",34558,"R",14856,"R",19702,"R",7683,"R",3281,"R",4402,"R",6036,"R",2696,"R",3340,"R",1647,"R",585,"R",1062,"R",3932,"R",51,"R",3821,"R",50,"R",560,"R",670,"R",550,"R",690,"R",21,"R",29,"R",20,"R",29,"R",20,"R",28
104586,5,5,1,1,1,3,5,1,3,"R",3752,"R",2633,"R",1119,"R",2465,"R",1747,"R",718,"R",754,"R",532,"R",222,"R",752,"R",532,"R",220,"R",2,"R",0,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104717,1,3,1,3,3,3,2,1,3,"R",37456,"R",12055,"R",22985,"R",28818,"R",10023,"R",18785,"R",6659,"R",2285,"R",4374,"R",5679,"R",1993,"R",3686,"R",980,"R",292,"R",688,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105330,1,3,1,3,3,3,2,1,3,"R",36810,"R",13050,"R",23760,"R",31248,"R",10755,"R",20493,"R",5455,"R",2060,"R",3395,"R",4772,"R",1717,"R",3055,"R",683,"R",343,"R",340,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105589,1,3,1,2,1,3,5,1,3,"R",232,"R",64,"R",168,"R",226,"R",60,"R",166,"R",51,"R",16,"R",35,"R",50,"R",16,"R",34,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105899,1,3,1,3,3,3,1,1,3,"R",421,"R",311,"R",110,"R",286,"R",210,"R",76,"R",222,"R",164,"R",58,"R",219,"R",163,"R",56,"R",3,"R",1,"R",2,"R",110,"R",50,"R",113,"R",51,"R",450,"R",550,"R",440,"R",530,"R",15,"R",21,"R",14,"R",20,"R",16,"R",20
106245,1,3,1,2,3,3,1,1,3,"R",2019,"R",763,"R",1256,"R",1329,"R",501,"R",828,"R",584,"R",242,"R",342,"R",563,"R",235,"R",328,"R",21,"R",7,"R",14,"R",1,"R",1,"R",500,"R",92,"A",,"A",,"A",,"A",,"R",19,"R",25,"R",19,"R",26,"R",17,"R",25
106342,1,3,3,2,3,3,1,3,3,"R",2394,"R",1400,"R",994,"R",1063,"R",623,"R",440,"R",173,"R",98,"R",75,"R",173,"R",98,"R",75,"A",,"A",,"A",,"R",17,"R",10,"R",156,"R",90,"R",520,"R",620,"R",520,"R",580,"R",21,"R",26,"R",20,"R",27,"R",21,"R",25
106397,1,5,1,5,3,3,1,5,3,"R",17913,"R",7305,"R",10608,"R",13809,"R",5574,"R",8235,"R",4605,"R",2081,"R",2524,"R",4564,"R",2062,"R",2502,"R",41,"R",19,"R",22,"R",1178,"R",26,"R",4105,"R",89,"R",570,"R",650,"R",550,"R",650,"R",23,"R",30,"R",23,"R",31,"R",22,"R",28
106412,1,2,1,2,3,3,1,1,3,"R",5136,"R",1915,"R",3221,"R",2257,"R",814,"R",1443,"R",488,"R",217,"R",271,"R",481,"R",215,"R",266,"R",7,"R",2,"R",5,"R",76,"R",16,"R",412,"R",84,"R",440,"R",530,"R",450,"R",520,"R",16,"R",20,"R",15,"R",21,"R",16,"R",19
106458,1,2,1,2,3,3,1,1,3,"R",4689,"R",1907,"R",2782,"R",3747,"R",1506,"R",2241,"R",1395,"R",571,"R",824,"R",1352,"R",549,"R",803,"R",43,"R",22,"R",21,"R",34,"R",2,"R",1330,"R",95,"R",510,"R",610,"R",503,"R",610,"R",21,"R",27,"R",21,"R",29,"R",19,"R",26
106467,1,2,1,2,3,3,2,1,3,"R",7228,"R",3010,"R",4218,"R",6848,"R",2829,"R",4019,"R",2091,"R",996,"R",1095,"R",1989,"R",960,"R",1029,"R",102,"R",36,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106546,1,3,1,3,1,3,1,1,1,"R",6,"R",2,"R",4,"R",6,"R",2,"R",4,"R",5,"R",2,"R",3,"R",5,"R",2,"R",3,"A",,"A",,"A",,"R",0,"R",0,"R",5,"R",100,"A",,"A",,"A",,"A",,"R",18,"R",24,"R",17,"R",24,"R",16,"R",24
106704,1,3,3,2,3,3,1,1,3,"R",5397,"R",1949,"R",3448,"R",4880,"R",1715,"R",3165,"R",1840,"R",686,"R",1154,"R",1838,"R",686,"R",1152,"R",2,"R",0,"R",2,"R",48,"R",3,"R",1757,"R",95,"R",490,"R",580,"R",470,"R",580,"R",21,"R",27,"R",21,"R",29,"R",19,"R",25
106713,1,1,1,2,3,3,1,1,3,"R",530,"R",266,"R",264,"R",212,"R",105,"R",107,"R",105,"R",53,"R",52,"R",105,"R",53,"R",52,"R",0,"R",0,"R",0,"R",11,"R",10,"R",95,"R",90,"R",418,"R",520,"R",440,"R",543,"R",17,"R",22,"R",18,"R",22,"R",17,"R",22
107044,2,2,1,2,1,3,1,1,3,"R",1834,"R",798,"R",1036,"R",1125,"R",500,"R",625,"R",804,"R",350,"R",454,"R",800,"R",348,"R",452,"R",4,"R",2,"R",2,"R",275,"R",34,"R",664,"R",83,"R",540,"R",640,"R",520,"R",630,"R",21,"R",29,"R",22,"R",32,"R",20,"R",27
107071,1,1,1,3,3,3,1,1,3,"R",3879,"R",1413,"R",2466,"R",2934,"R",1056,"R",1878,"R",791,"R",340,"C",451,"R",785,"R",338,"C",447,"R",6,"R",2,"R",4,"R",38,"R",5,"R",753,"R",95,"R",480,"R",568,"R",483,"R",558,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24
107080,1,5,1,1,5,3,5,3,3,"R",1628,"R",794,"R",834,"R",1139,"R",539,"R",600,"R",284,"R",140,"R",144,"R",284,"R",140,"R",144,"R",0,"R",0,"R",0,"R",76,"R",27,"R",257,"R",90,"R",580,"R",690,"R",570,"R",670,"R",26,"R",32,"R",25,"R",35,"R",24,"R",29
107141,1,2,1,2,1,3,1,1,3,"R",1176,"R",388,"R",788,"R",891,"R",311,"R",580,"R",319,"R",129,"R",190,"R",319,"R",129,"R",190,"A",,"A",,"A",,"R",44,"R",14,"R",268,"R",84,"R",540,"R",640,"R",520,"R",620,"R",23,"R",29,"R",23,"R",32,"R",22,"R",27
107512,1,2,1,2,3,2,1,1,3,"R",2538,"R",954,"R",1584,"R",1559,"R",568,"R",991,"R",441,"R",179,"R",262,"R",441,"R",179,"R",262,"R",0,"R",0,"R",0,"R",107,"R",24,"R",389,"R",88,"R",530,"R",630,"R",530,"R",620,"R",21,"R",28,"R",21,"R",31,"R",19,"R",27
107558,1,2,1,2,2,3,5,5,3,"R",1855,"R",698,"R",1157,"R",931,"R",355,"R",576,"R",209,"R",101,"R",108,"R",209,"R",101,"R",108,"A",,"A",,"A",,"R",31,"R",15,"R",137,"R",66,"R",450,"R",510,"R",420,"R",540,"R",18,"R",23,"R",16,"R",23,"R",17,"R",23
107585,3,3,1,3,3,3,2,1,1,"R",1274,"R",530,"R",744,"R",962,"R",397,"R",565,"R",487,"R",197,"R",290,"R",389,"R",168,"R",221,"R",98,"R",29,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107877,1,5,1,3,3,3,1,1,3,"R",1036,"R",453,"R",583,"R",609,"R",255,"R",354,"R",198,"R",98,"R",100,"R",198,"R",98,"R",100,"R",0,"R",0,"R",0,"R",6,"R",3,"R",192,"R",97,"R",440,"R",460,"R",510,"R",530,"R",18,"R",23,"R",17,"R",23,"R",16,"R",22
107983,1,1,1,2,3,3,1,1,3,"R",3870,"R",1545,"R",2325,"R",2518,"R",983,"R",1535,"R",833,"R",389,"R",444,"R",832,"R",388,"R",444,"R",1,"R",1,"R",0,"R",6,"R",1,"R",832,"R",100,"R",458,"R",600,"R",508,"R",568,"R",18,"R",24,"R",18,"R",25,"R",17,"R",24
108852,5,3,5,3,1,1,3,3,3,"R",288,"R",112,"R",176,"R",226,"R",83,"R",143,"R",92,"R",38,"R",54,"R",92,"R",38,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109086,3,3,3,3,1,1,3,3,3,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109651,2,3,1,2,5,1,3,1,3,"R",1015,"R",360,"R",655,"R",719,"R",222,"R",497,"R",266,"R",98,"R",168,"R",266,"R",98,"R",168,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109785,1,2,1,2,1,3,5,2,3,"R",8192,"R",2856,"R",5334,"R",5528,"R",1818,"R",3710,"R",692,"R",241,"R",451,"R",688,"R",239,"R",449,"R",4,"R",2,"R",2,"R",595,"R",86,"R",212,"R",31,"R",520,"R",630,"R",510,"R",630,"R",20,"R",26,"R",19,"R",27,"R",18,"R",26
110097,1,3,1,2,3,3,1,1,3,"R",4216,"R",1399,"R",2817,"R",2945,"R",972,"R",1973,"R",907,"R",341,"R",566,"R",896,"R",335,"R",561,"R",11,"R",6,"R",5,"R",714,"R",80,"R",294,"R",33,"R",550,"R",660,"R",530,"R",650,"R",21,"R",28,"R",21,"R",29,"R",19,"R",27
110361,1,2,1,2,1,3,1,2,3,"R",8241,"R",2843,"R",5398,"R",6451,"R",2211,"R",4240,"R",1523,"R",559,"R",964,"R",1491,"R",546,"R",945,"R",32,"R",13,"R",19,"R",1365,"R",90,"R",481,"R",32,"R",500,"R",610,"R",490,"R",600,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24
110370,1,3,1,2,1,1,3,1,3,"R",2578,"R",685,"R",1893,"R",2192,"R",558,"R",1634,"R",248,"R",74,"R",174,"R",248,"R",74,"R",174,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110404,2,2,1,1,1,3,1,1,3,"R",8367,"R",6011,"R",2356,"R",537,"R",272,"R",265,"R",235,"R",132,"R",103,"R",235,"R",132,"R",103,"A",,"A",,"A",,"R",186,"R",79,"R",98,"R",42,"R",740,"R",760,"R",790,"R",800,"R",35,"R",36,"R",35,"R",36,"R",35,"R",36
110413,1,2,1,1,1,3,1,1,3,"R",6175,"R",2585,"R",3590,"R",4410,"R",1778,"R",2632,"R",647,"R",303,"R",344,"R",647,"R",303,"R",344,"A",,"A",,"A",,"R",547,"R",85,"R",188,"R",29,"R",540,"R",630,"R",530,"R",620,"R",21,"R",27,"R",21,"R",27,"R",19,"R",27
110422,1,3,1,1,3,3,1,3,3,"R",54072,"R",28008,"R",26064,"R",15366,"R",7012,"R",8354,"R",4613,"R",2282,"R",2331,"R",4602,"R",2275,"R",2327,"R",11,"R",7,"R",4,"R",3606,"R",78,"R",2214,"R",48,"R",620,"R",700,"R",620,"R",740,"R",26,"R",32,"R",26,"R",34,"R",26,"R",32
110468,1,3,1,3,3,3,3,2,3,"R",15,"R",5,"R",10,"R",10,"R",3,"R",7,"R",3,"R",0,"R",3,"R",0,"A",,"R",0,"R",3,"A",,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110486,1,3,1,1,3,3,2,3,3,"R",12935,"R",5472,"R",7463,"R",10440,"R",4227,"R",6213,"R",1561,"R",579,"R",982,"R",1545,"R",575,"R",970,"R",16,"R",4,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110495,1,3,1,1,3,3,2,3,3,"R",8764,"R",3255,"R",5509,"R",7825,"R",2828,"R",4997,"R",1568,"R",527,"R",1041,"R",1505,"R",507,"R",998,"R",63,"R",20,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110510,1,3,1,1,3,3,1,3,3,"R",16311,"R",6191,"R",10120,"R",11183,"R",4012,"R",7171,"R",2885,"R",1089,"R",1796,"R",2846,"R",1071,"R",1775,"R",39,"R",18,"R",21,"R",2816,"R",98,"R",1050,"R",36,"R",460,"R",550,"R",450,"R",540,"R",15,"R",19,"R",14,"R",19,"R",16,"R",19
110529,1,3,1,1,3,3,1,3,3,"R",39726,"R",20958,"R",18768,"R",21687,"R",10044,"R",11643,"R",3694,"R",1867,"R",1827,"R",3643,"R",1839,"R",1804,"R",51,"R",28,"R",23,"R",3520,"R",95,"R",858,"R",23,"R",500,"R",620,"R",510,"R",650,"R",19,"R",27,"R",18,"R",27,"R",18,"R",27
110538,1,3,1,1,3,3,1,3,3,"R",25908,"R",11265,"R",14643,"R",18740,"R",7527,"R",11213,"R",2561,"R",1116,"R",1445,"R",2539,"R",1107,"R",1432,"R",22,"R",9,"R",13,"R",2305,"R",90,"R",716,"R",28,"R",500,"R",600,"R",490,"R",590,"R",18,"R",24,"R",16,"R",23,"R",17,"R",24
110547,1,3,1,1,3,3,2,3,3,"R",20864,"R",8537,"R",12327,"R",16066,"R",6101,"R",9965,"R",2533,"R",960,"R",1573,"R",2414,"R",905,"R",1509,"R",119,"R",55,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110556,1,3,1,1,3,3,1,3,3,"R",18123,"R",7538,"R",10585,"R",10501,"R",4121,"R",6380,"R",3334,"R",1376,"R",1958,"R",3279,"R",1345,"R",1934,"R",55,"R",31,"R",24,"R",3235,"R",97,"R",1002,"R",30,"R",470,"R",570,"R",470,"R",560,"R",16,"R",22,"R",15,"R",22,"R",16,"R",22
110565,1,3,1,1,3,3,1,3,3,"R",50105,"R",20677,"R",29428,"R",26398,"R",10163,"R",16235,"R",4778,"R",1940,"R",2838,"R",4692,"R",1904,"R",2788,"R",86,"R",36,"R",50,"R",4579,"R",96,"R",1260,"R",26,"R",510,"R",600,"R",520,"R",600,"R",19,"R",24,"R",17,"R",24,"R",18,"R",25
110574,1,3,1,1,3,3,2,3,3,"R",16195,"R",6291,"R",9904,"R",12338,"R",4612,"R",7726,"R",1438,"R",556,"R",882,"R",1424,"R",548,"R",876,"R",14,"R",8,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110583,1,3,1,1,3,3,1,3,3,"R",71355,"R",29104,"R",42251,"R",28019,"R",10714,"R",17305,"R",5161,"R",2137,"R",3024,"R",5066,"R",2103,"R",2963,"R",95,"R",34,"R",61,"R",4928,"R",95,"R",1217,"R",24,"R",520,"R",620,"R",520,"R",630,"R",20,"R",26,"R",19,"R",26,"R",19,"R",26
110592,1,3,1,1,3,3,1,3,3,"R",33641,"R",13883,"R",19758,"R",16084,"R",6229,"R",9855,"R",3287,"R",1411,"R",1876,"R",3229,"R",1386,"R",1843,"R",58,"R",25,"R",33,"R",3163,"R",96,"R",1101,"R",33,"R",450,"R",540,"R",440,"R",540,"R",15,"R",20,"R",14,"R",20,"R",16,"R",19
110608,1,3,1,1,3,3,1,3,3,"R",30661,"R",13463,"R",17198,"R",18194,"R",7430,"R",10764,"R",4792,"R",2055,"R",2737,"R",4757,"R",2039,"R",2718,"R",35,"R",16,"R",19,"R",4501,"R",94,"R",1019,"R",21,"R",460,"R",570,"R",450,"R",560,"R",16,"R",22,"R",15,"R",22,"R",16,"R",22
110617,1,3,1,1,3,3,1,3,3,"R",27576,"R",11399,"R",16177,"R",22685,"R",9060,"R",13625,"R",4175,"R",1765,"R",2410,"R",4100,"R",1731,"R",2369,"R",75,"R",34,"R",41,"R",3933,"R",94,"R",1083,"R",26,"R",470,"R",570,"R",470,"R",570,"R",16,"R",22,"R",15,"R",22,"R",16,"R",22
110635,1,3,1,1,5,3,1,2,3,"R",87847,"R",42497,"R",44900,"R",14278,"R",6019,"R",8259,"R",6455,"R",2897,"R",3558,"R",6423,"R",2888,"R",3535,"R",32,"R",9,"R",23,"R",5272,"R",82,"R",2703,"R",42,"R",650,"R",740,"R",680,"R",790,"R",31,"R",35,"R",29,"R",35,"R",28,"R",35
