UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN  
100830,05,"R",662,"R",200,"R",462,"R",3,"R",15,"R",206,"R",7,"R",0,"R",364,"R",23,"R",3,"R",41,"R",0,"R",393,"R",214,"R",55,"R",0
100830,07,"R",189,"R",67,"R",122,"R",1,"R",2,"R",53,"R",1,"R",0,"R",83,"R",0,"R",29,"R",20,"R",0,"R",38,"R",118,"R",33,"R",0
100830,10,"R",22,"R",5,"R",17,"R",0,"R",0,"R",5,"R",0,"R",0,"R",13,"R",0,"R",4,"R",0,"R",0,"R",1,"R",15,"R",6,"R",0
100858,01,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0
100858,05,"R",5156,"R",2450,"R",2706,"R",17,"R",138,"R",311,"R",171,"R",1,"R",4305,"R",50,"R",22,"R",141,"Z",0,"R",4784,"R",350,"R",22,"Z",0
100858,07,"R",1328,"R",622,"R",706,"R",3,"R",19,"R",92,"R",49,"R",1,"R",827,"R",29,"R",5,"R",303,"Z",0,"R",448,"R",743,"R",137,"Z",0
100858,09,"R",521,"R",221,"R",300,"R",3,"R",15,"R",31,"R",13,"R",1,"R",340,"R",1,"R",2,"R",115,"Z",0,"R",17,"R",463,"R",41,"Z",0
100858,10,"R",255,"R",133,"R",122,"R",1,"R",6,"R",25,"R",13,"R",1,"R",154,"R",3,"R",1,"R",51,"Z",0,"R",39,"R",151,"R",65,"Z",0
100937,05,"R",340,"R",160,"R",180,"R",2,"R",18,"R",36,"R",6,"Z",0,"R",271,"R",3,"R",1,"R",3,"R",0,"R",330,"R",10,"R",0,"R",0
101028,01,"R",148,"R",81,"R",67,"R",1,"R",3,"R",46,"R",14,"R",1,"R",77,"R",5,"R",1,"R",0,"R",3,"R",65,"R",54,"R",26,"R",0
101028,02,"R",60,"R",20,"R",40,"R",0,"R",2,"R",16,"R",1,"R",0,"R",38,"R",2,"R",1,"R",0,"R",0,"R",18,"R",32,"R",10,"R",0
101028,03,"R",262,"R",86,"R",176,"R",0,"R",3,"R",83,"R",19,"R",0,"R",146,"R",7,"R",4,"R",0,"R",0,"R",135,"R",95,"R",32,"R",0
101116,03,"R",39,"R",11,"R",28,"R",0,"R",1,"R",14,"R",0,"R",0,"R",23,"R",0,"R",1,"R",0,"R",0,"R",14,"R",24,"R",1,"R",0
101116,05,"R",52,"R",11,"R",41,"R",0,"R",1,"R",37,"R",2,"R",1,"R",9,"R",0,"R",2,"R",0,"R",0,"R",6,"R",28,"R",18,"R",0
101116,07,"R",25,"R",2,"R",23,"R",1,"R",0,"R",18,"R",0,"R",0,"R",5,"R",0,"R",1,"R",0,"R",0,"R",0,"R",16,"R",9,"R",0
101116,09,"R",7,"R",5,"R",2,"R",1,"R",0,"R",4,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",4,"R",0
101143,01,"R",149,"R",122,"R",27,"R",3,"R",4,"R",23,"R",4,"R",0,"R",108,"R",7,"R",0,"R",0,"R",0,"R",94,"R",42,"R",13,"R",0
101143,02,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0
101143,03,"R",180,"R",65,"R",115,"R",1,"R",3,"R",42,"R",8,"R",2,"R",120,"R",4,"R",0,"R",0,"R",0,"R",111,"R",50,"R",19,"R",0
101161,01,"R",271,"R",175,"R",96,"R",5,"R",0,"R",101,"R",10,"R",1,"R",137,"R",6,"R",11,"R",0,"R",29,"R",176,"R",38,"R",28,"R",0
101161,02,"R",160,"R",17,"R",143,"R",0,"R",3,"R",29,"R",5,"R",1,"R",115,"R",5,"R",1,"R",1,"R",0,"R",76,"R",71,"R",13,"R",0
101161,03,"R",742,"R",229,"R",513,"R",8,"R",10,"R",180,"R",20,"R",2,"R",504,"R",15,"R",3,"R",0,"R",0,"R",489,"R",206,"R",47,"R",0
101189,03,"R",15,"R",4,"R",11,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",9,"R",2,"Z",0
101189,05,"R",497,"R",196,"R",301,"R",2,"R",3,"R",216,"R",8,"R",1,"R",239,"R",5,"R",11,"R",12,"R",1,"R",163,"R",214,"R",119,"R",0
101189,07,"R",214,"R",63,"R",151,"R",3,"R",2,"R",90,"R",1,"R",1,"R",106,"R",5,"R",4,"R",2,"R",0,"R",15,"R",122,"R",77,"R",0
101189,09,"R",65,"R",29,"R",36,"R",1,"R",2,"R",17,"R",1,"Z",0,"R",42,"Z",0,"R",2,"Z",0,"Z",0,"R",5,"R",52,"R",8,"Z",0
101240,01,"R",172,"R",91,"R",81,"R",0,"R",0,"R",39,"R",6,"R",0,"R",121,"R",2,"R",0,"R",4,"R",0,"R",85,"R",57,"R",30,"R",0
101240,02,"R",244,"R",93,"R",151,"R",0,"R",1,"R",33,"R",8,"R",0,"R",194,"R",5,"R",0,"R",3,"R",0,"R",130,"R",88,"R",26,"R",0
101240,03,"R",727,"R",264,"R",463,"R",3,"R",2,"R",124,"R",26,"R",0,"R",540,"R",11,"R",1,"R",20,"R",0,"R",395,"R",244,"R",88,"R",0
101277,01,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
101277,02,"R",50,"R",2,"R",48,"R",0,"R",0,"R",5,"R",6,"R",0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",26,"R",18,"R",6,"R",0
101286,01,"R",520,"R",248,"R",272,"R",5,"R",2,"R",142,"R",13,"R",0,"R",347,"R",7,"R",4,"R",0,"Z",0,"R",303,"R",152,"R",65,"Z",0
101286,02,"R",203,"R",46,"R",157,"Z",0,"R",2,"R",78,"R",3,"Z",0,"R",111,"R",7,"R",2,"Z",0,"R",1,"R",93,"R",87,"R",22,"Z",0
101286,03,"R",598,"R",151,"R",447,"R",4,"R",7,"R",149,"R",18,"Z",0,"R",409,"R",8,"R",3,"Z",0,"Z",0,"R",312,"R",221,"R",65,"Z",0
101295,01,"R",892,"R",476,"R",416,"R",7,"R",2,"R",39,"R",57,"R",0,"R",755,"R",4,"R",24,"R",4,"R",7,"R",678,"R",146,"R",61,"R",0
101295,02,"R",332,"R",88,"R",244,"R",2,"R",0,"R",17,"R",13,"R",0,"R",287,"R",1,"R",9,"R",3,"R",0,"R",186,"R",108,"R",38,"R",0
101295,03,"R",979,"R",324,"R",655,"R",9,"R",3,"R",37,"R",53,"R",0,"R",846,"R",4,"R",23,"R",4,"R",2,"R",632,"R",255,"R",90,"R",0
101301,01,"R",3,"R",1,"R",2,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0
101301,02,"R",157,"R",86,"R",71,"Z",0,"Z",0,"R",126,"Z",0,"Z",0,"R",25,"R",4,"R",2,"Z",0,"R",7,"R",105,"R",38,"R",7,"Z",0
101301,03,"R",209,"R",74,"R",135,"Z",0,"Z",0,"R",137,"R",1,"Z",0,"R",59,"R",2,"R",1,"R",9,"R",1,"R",140,"R",52,"R",16,"Z",0
101365,01,"R",23,"R",23,"R",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",18,"R",0,"R",1,"Z",0,"Z",0,"R",14,"R",7,"R",2,"Z",0
101365,02,"R",87,"R",30,"R",57,"Z",0,"Z",0,"R",50,"R",1,"Z",0,"R",34,"R",1,"R",1,"Z",0,"Z",0,"R",19,"R",58,"R",10,"Z",0
101365,03,"R",107,"R",14,"R",93,"Z",0,"Z",0,"R",72,"R",4,"Z",0,"R",23,"R",2,"R",6,"Z",0,"Z",0,"R",5,"R",61,"R",41,"Z",0
101365,05,"R",8,"R",1,"R",7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"Z",0
101365,07,"R",9,"R",2,"R",7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"Z",0
101435,05,"R",254,"R",104,"R",150,"R",4,"R",1,"R",62,"R",13,"R",1,"R",153,"R",8,"R",12,"R",0,"R",1,"R",175,"R",52,"R",26,"R",0
101453,05,"R",5,"R",4,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",3,"R",0,"R",0,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0
101453,07,"R",5,"R",5,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",1,"R",0,"R",2,"R",0,"R",3,"R",0
101462,01,"R",81,"R",27,"R",54,"R",2,"R",2,"R",36,"R",2,"R",0,"R",30,"R",6,"R",0,"R",3,"R",0,"R",19,"R",43,"R",19,"R",0
101462,02,"R",16,"R",9,"R",7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"R",1,"Z",0,"R",5,"R",9,"R",2,"Z",0
101462,03,"R",84,"R",43,"R",41,"R",3,"R",1,"R",37,"R",2,"R",0,"R",35,"R",3,"R",0,"R",3,"R",0,"R",26,"R",42,"R",16,"R",0
101471,01,"R",462,"R",334,"R",128,"R",3,"R",1,"R",249,"R",5,"R",0,"R",204,"R",0,"R",0,"R",0,"R",0,"R",92,"R",251,"R",119,"R",0
101471,02,"R",89,"R",71,"R",18,"R",1,"R",1,"R",54,"R",1,"R",0,"R",32,"R",0,"R",0,"R",0,"R",0,"R",9,"R",48,"R",32,"R",0
101480,05,"R",1308,"R",504,"R",804,"R",11,"R",6,"R",224,"R",0,"R",0,"R",967,"R",0,"R",64,"R",36,"R",0,"R",805,"R",385,"R",118,"R",0
101480,07,"R",361,"R",120,"R",241,"R",5,"R",0,"R",91,"R",0,"R",1,"R",231,"R",0,"R",11,"R",22,"R",0,"R",32,"R",260,"R",69,"R",0
101480,09,"R",3,"R",2,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0
101480,10,"R",41,"R",10,"R",31,"R",0,"R",0,"R",11,"R",0,"R",0,"R",29,"R",0,"R",1,"R",0,"R",0,"R",0,"R",18,"R",23,"R",0
101505,01,"R",239,"R",115,"R",124,"R",1,"R",4,"R",66,"R",5,"R",0,"R",151,"R",5,"R",0,"R",7,"R",0,"R",93,"R",90,"R",56,"R",0
101505,02,"R",220,"R",108,"R",112,"R",1,"R",5,"R",58,"R",4,"R",0,"R",142,"R",3,"R",0,"R",7,"R",0,"R",93,"R",83,"R",44,"R",0
101505,03,"R",865,"R",281,"R",584,"R",1,"R",22,"R",174,"R",29,"R",0,"R",587,"R",26,"R",0,"R",26,"R",0,"R",385,"R",380,"R",100,"R",0
101514,01,"R",746,"R",543,"R",203,"R",14,"R",18,"R",102,"R",33,"R",2,"R",541,"R",27,"R",5,"R",4,"R",18,"R",309,"R",277,"R",142,"R",0
101514,02,"R",168,"R",33,"R",135,"R",2,"R",1,"R",8,"R",5,"R",1,"R",139,"R",9,"R",1,"R",2,"R",0,"R",65,"R",83,"R",20,"R",0
101514,03,"R",1079,"R",487,"R",592,"R",19,"R",24,"R",141,"R",63,"R",1,"R",773,"R",46,"R",6,"R",6,"R",1,"R",603,"R",373,"R",102,"R",0
101541,03,"R",10,"Z",0,"R",10,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",9,"R",1,"Z",0
101541,05,"R",48,"R",3,"R",45,"R",2,"R",1,"R",6,"R",1,"Z",0,"R",37,"Z",0,"R",1,"Z",0,"R",0,"R",36,"R",11,"R",1,"Z",0
101569,01,"R",192,"R",148,"R",44,"R",0,"R",2,"R",137,"R",2,"R",0,"R",45,"R",2,"R",2,"R",2,"R",0,"R",102,"R",51,"R",39,"R",0
101569,02,"R",175,"R",101,"R",74,"R",0,"R",5,"R",122,"R",3,"R",0,"R",43,"R",1,"R",0,"R",1,"R",0,"R",78,"R",62,"R",35,"R",0
101569,03,"R",337,"R",125,"R",212,"R",1,"R",8,"R",265,"R",4,"R",0,"R",51,"R",5,"R",0,"R",3,"R",0,"R",187,"R",104,"R",46,"R",0
101587,03,"R",57,"R",10,"R",47,"Z",0,"Z",0,"R",34,"Z",0,"Z",0,"R",19,"Z",0,"R",4,"Z",0,"Z",0,"R",39,"R",16,"R",2,"Z",0
101587,05,"R",319,"R",151,"R",168,"R",1,"R",3,"R",102,"R",5,"Z",0,"R",143,"R",9,"R",14,"R",42,"Z",0,"R",243,"R",66,"R",10,"Z",0
101587,07,"R",848,"R",161,"R",687,"R",3,"R",1,"R",184,"R",5,"Z",0,"R",583,"R",13,"R",44,"R",15,"Z",0,"R",32,"R",627,"R",189,"Z",0
101587,10,"R",140,"R",23,"R",117,"R",2,"Z",0,"R",50,"Z",0,"Z",0,"R",78,"R",2,"R",8,"Z",0,"Z",0,"Z",0,"R",74,"R",66,"Z",0
101602,01,"R",189,"R",129,"R",60,"R",2,"R",2,"R",27,"R",3,"R",0,"R",148,"R",6,"R",1,"R",0,"R",25,"R",121,"R",32,"R",11,"R",0
101602,02,"R",67,"R",20,"R",47,"R",1,"R",0,"R",5,"R",1,"R",0,"R",56,"R",3,"R",0,"R",1,"R",0,"R",48,"R",17,"R",2,"R",0
101602,03,"R",294,"R",106,"R",188,"R",3,"R",2,"R",69,"R",4,"R",0,"R",208,"R",6,"R",0,"R",2,"R",0,"R",209,"R",62,"R",23,"R",0
101648,03,"R",124,"R",97,"R",27,"R",1,"R",2,"R",19,"R",7,"R",0,"R",84,"R",11,"R",0,"R",0,"R",0,"R",123,"R",1,"R",0,"R",0
101675,05,"R",230,"R",101,"R",129,"Z",0,"Z",0,"R",211,"Z",0,"Z",0,"R",10,"R",2,"R",7,"Z",0,"R",0,"R",153,"R",70,"R",7,"R",0
101693,03,"R",3,"R",1,"R",2,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",0
101693,05,"R",266,"R",89,"R",177,"R",5,"R",3,"R",40,"R",8,"R",0,"R",175,"R",7,"R",15,"R",13,"R",0,"R",182,"R",62,"R",22,"R",0
101693,07,"R",72,"R",16,"R",56,"R",1,"R",1,"R",28,"R",1,"R",0,"R",36,"R",2,"R",2,"R",1,"R",0,"R",10,"R",36,"R",26,"R",0
101709,05,"R",449,"R",127,"R",322,"R",5,"R",9,"R",67,"R",29,"Z",0,"R",260,"Z",0,"R",73,"R",6,"R",0,"R",372,"R",69,"R",8,"R",0
101709,07,"R",113,"R",26,"R",87,"R",1,"Z",0,"R",8,"R",4,"Z",0,"R",95,"Z",0,"R",3,"R",2,"R",0,"R",36,"R",67,"R",10,"R",0
101709,10,"R",19,"R",3,"R",16,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",16,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",10,"R",9,"Z",0
101736,01,"R",236,"R",183,"R",53,"R",2,"R",1,"R",21,"R",12,"R",0,"R",193,"R",1,"R",5,"R",1,"R",8,"R",156,"R",56,"R",16,"R",0
101736,02,"R",161,"R",70,"R",91,"R",1,"R",1,"R",18,"R",5,"R",0,"R",131,"R",1,"R",2,"R",2,"R",0,"R",92,"R",52,"R",17,"R",0
101736,03,"R",423,"R",153,"R",270,"R",2,"R",2,"R",47,"R",26,"R",1,"R",336,"R",1,"R",4,"R",4,"R",0,"R",266,"R",122,"R",35,"R",0
101879,05,"R",1125,"R",440,"R",685,"R",17,"R",6,"R",148,"R",27,"Z",0,"R",842,"R",22,"R",33,"R",30,"Z",0,"R",859,"R",223,"R",43,"Z",0
101879,07,"R",439,"R",179,"R",260,"R",5,"R",5,"R",67,"R",10,"Z",0,"R",306,"R",4,"R",6,"R",36,"Z",0,"R",63,"R",270,"R",106,"Z",0
101879,10,"R",52,"R",14,"R",38,"R",1,"Z",0,"R",4,"R",1,"Z",0,"R",44,"Z",0,"R",2,"Z",0,"Z",0,"R",27,"R",14,"R",11,"Z",0
101897,01,"R",796,"R",368,"R",428,"R",20,"R",3,"R",6,"R",82,"R",1,"R",667,"R",15,"R",0,"R",2,"R",5,"R",606,"R",143,"R",42,"R",0
101897,02,"R",80,"R",23,"R",57,"R",3,"R",1,"R",1,"R",6,"R",0,"R",68,"R",0,"R",0,"R",1,"R",0,"R",51,"R",25,"R",4,"R",0
101897,03,"R",453,"R",151,"R",302,"R",18,"R",1,"R",2,"R",38,"R",1,"R",384,"R",8,"R",0,"R",1,"R",0,"R",277,"R",127,"R",49,"R",0
101912,03,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
101912,05,"R",288,"R",119,"R",169,"R",3,"Z",0,"R",238,"R",11,"Z",0,"R",2,"Z",0,"R",8,"R",26,"Z",0,"R",186,"R",72,"R",30,"Z",0
101912,07,"R",10,"R",8,"R",2,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",7,"Z",0
101912,10,"R",30,"R",2,"R",28,"Z",0,"R",10,"R",8,"R",4,"Z",0,"R",7,"Z",0,"Z",0,"R",1,"Z",0,"R",5,"R",21,"R",4,"Z",0
101994,01,"R",17,"R",11,"R",6,"R",0,"R",0,"R",7,"R",0,"R",0,"R",10,"R",0,"R",0,"R",0,"R",0,"R",14,"R",1,"R",2,"R",0
101994,02,"R",57,"R",7,"R",50,"R",0,"R",1,"R",38,"R",1,"R",0,"R",17,"R",0,"R",0,"R",0,"R",0,"R",18,"R",33,"R",6,"R",0
101994,03,"R",28,"R",20,"R",8,"R",0,"R",0,"R",9,"R",0,"R",0,"R",17,"R",2,"R",0,"R",0,"R",0,"R",16,"R",8,"R",4,"R",0
102030,01,"R",302,"R",238,"R",64,"R",2,"R",2,"R",234,"R",1,"R",0,"R",58,"R",1,"R",2,"R",2,"R",0,"R",84,"R",137,"R",81,"R",0
102030,02,"R",136,"R",41,"R",95,"R",0,"R",4,"R",87,"R",1,"R",0,"R",41,"R",1,"R",2,"R",0,"R",0,"R",49,"R",65,"R",22,"R",0
102030,03,"R",378,"R",129,"R",249,"R",5,"R",13,"R",216,"R",11,"R",0,"R",105,"R",6,"R",2,"R",20,"R",0,"R",160,"R",169,"R",49,"R",0
102049,02,"R",8,"R",0,"R",8,"R",0,"R",0,"R",2,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"R",3,"R",3,"R",2,"R",0
102049,05,"R",815,"R",264,"R",551,"R",1,"R",12,"R",53,"R",18,"R",0,"R",690,"R",16,"R",12,"R",13,"R",0,"R",718,"R",88,"R",9,"R",0
102049,07,"R",305,"R",105,"R",200,"R",1,"R",1,"R",38,"R",3,"R",0,"R",237,"R",6,"R",11,"R",8,"R",0,"R",75,"R",188,"R",42,"R",0
102049,09,"R",381,"R",139,"R",242,"R",3,"R",13,"R",48,"R",11,"R",1,"R",276,"R",8,"R",14,"R",7,"R",0,"R",24,"R",288,"R",69,"R",0
102049,10,"R",21,"R",5,"R",16,"R",0,"R",0,"R",9,"R",0,"R",0,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",8,"R",0
102058,03,"R",5,"R",2,"R",3,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",2,"Z",0
102058,05,"R",13,"R",6,"R",7,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",7,"R",4,"Z",0
102058,07,"R",2,"R",1,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0
102067,01,"R",114,"R",74,"R",40,"R",1,"R",1,"R",40,"R",0,"R",1,"R",66,"R",1,"R",3,"R",1,"R",2,"R",64,"R",35,"R",13,"R",0
102067,02,"R",120,"R",26,"R",94,"R",0,"R",0,"R",37,"R",1,"R",0,"R",75,"R",4,"R",2,"R",1,"R",0,"R",68,"R",42,"R",10,"R",0
102067,03,"R",577,"R",223,"R",354,"R",1,"R",5,"R",168,"R",3,"R",1,"R",369,"R",10,"R",17,"R",3,"R",0,"R",377,"R",160,"R",40,"R",0
102076,01,"R",87,"R",34,"R",53,"R",2,"R",0,"R",4,"R",16,"R",0,"R",62,"R",0,"R",0,"R",3,"R",3,"R",50,"R",25,"R",9,"R",0
