UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
100654,1,2,1,2,3,2,1,1,3,"R",9855,"R",3394,"R",6461,"R",8835,"R",2947,"R",5888,"R",1664,"R",676,"R",988,"R",1622,"R",660,"R",962,"R",42,"R",16,"R",26,"R",22,"R",1,"R",1202,"R",72,"R",430,"R",520,"R",410,"R",500,"R",15,"R",20,"R",14,"R",20,"R",15,"R",18
100663,1,3,1,1,3,3,1,3,3,"R",10391,"R",3803,"R",6588,"R",8375,"R",3002,"R",5373,"R",2154,"R",765,"R",1389,"R",2102,"R",738,"R",1364,"R",52,"R",27,"R",25,"R",302,"R",14,"R",2120,"R",98,"R",560,"R",668,"R",530,"R",660,"R",22,"R",30,"R",22,"R",33,"R",20,"R",27
100706,1,2,1,3,3,2,1,1,3,"R",5793,"R",3057,"R",2736,"R",4467,"R",2509,"R",1958,"R",1345,"R",847,"R",498,"R",1328,"R",840,"R",488,"R",17,"R",7,"R",10,"R",90,"R",7,"R",1248,"R",93,"R",590,"R",700,"R",580,"R",730,"R",24,"R",31,"R",24,"R",33,"R",23,"R",29
100724,1,3,2,3,3,3,1,1,3,"R",7027,"R",2226,"R",4763,"R",6948,"R",2188,"R",4724,"R",975,"R",347,"R",628,"R",926,"R",322,"R",604,"R",49,"R",25,"R",24,"R",293,"R",30,"R",688,"R",71,"R",438,"R",531,"R",406,"R",518,"R",14,"R",20,"R",14,"R",20,"R",14,"R",20
100751,1,2,1,1,3,3,1,1,3,"R",39560,"R",14907,"R",24653,"R",31804,"R",12112,"R",19692,"R",6507,"R",2752,"R",3755,"R",6466,"R",2728,"R",3738,"R",41,"R",24,"R",17,"R",1492,"R",23,"R",4986,"R",77,"R",540,"R",660,"R",530,"R",670,"R",23,"R",31,"R",23,"R",33,"R",21,"R",29
100830,1,2,1,3,3,3,1,1,3,"R",4606,"R",1553,"R",3053,"R",4401,"R",1473,"R",2928,"R",674,"R",223,"R",451,"R",641,"R",203,"R",438,"R",33,"R",20,"R",13,"R",35,"R",5,"R",561,"R",83,"R",480,"R",575,"R",430,"R",515,"R",18,"R",23,"R",17,"R",24,"R",16,"R",22
100858,1,2,1,1,2,3,1,1,3,"R",17946,"R",7878,"R",10068,"R",15266,"R",6731,"R",8535,"R",4914,"R",2377,"R",2537,"R",4869,"R",2352,"R",2517,"R",45,"R",25,"R",20,"R",841,"R",17,"R",4062,"R",83,"R",590,"R",650,"R",570,"R",670,"R",25,"R",31,"R",24,"R",33,"R",23,"R",29
100937,1,5,5,2,5,5,5,5,3,"R",2460,"R",1069,"R",1391,"R",1487,"R",684,"R",803,"R",256,"R",132,"R",124,"R",256,"R",132,"R",124,"A",,"A",,"A",,"R",37,"R",14,"R",196,"R",77,"R",520,"R",610,"R",500,"R",580,"R",22,"R",28,"R",22,"R",30,"R",20,"R",27
101189,1,2,1,3,2,3,1,2,3,"R",1572,"R",743,"R",828,"R",1191,"R",600,"R",591,"R",288,"R",169,"R",119,"R",277,"R",164,"R",113,"R",11,"R",5,"R",6,"R",27,"R",9,"R",225,"R",78,"R",515,"R",590,"R",505,"R",585,"R",18,"R",23,"R",17,"R",24,"R",16,"R",22
101365,2,3,2,3,3,3,3,2,1,"R",177,"R",71,"R",106,"R",162,"R",65,"R",97,"R",102,"R",41,"R",61,"R",16,"R",3,"R",13,"R",86,"R",38,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101435,1,2,1,2,2,2,1,1,3,"R",2129,"R",1247,"R",882,"R",1158,"R",664,"R",494,"R",220,"R",126,"R",94,"R",220,"R",126,"R",94,"R",0,"R",0,"R",0,"R",38,"R",17,"R",200,"R",91,"R",503,"R",590,"R",500,"R",568,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24
101453,5,3,1,3,1,3,1,1,3,"R",3,"R",2,"R",1,"R",2,"R",2,"R",0,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101480,1,3,1,3,3,3,1,1,3,"R",10932,"R",3977,"R",6955,"R",6963,"R",2573,"R",4390,"R",1313,"R",532,"R",781,"R",1290,"R",524,"R",766,"R",23,"R",8,"R",15,"R",7,"R",1,"R",1174,"R",89,"R",420,"R",530,"R",420,"R",540,"R",18,"R",24,"R",16,"R",23,"R",17,"R",25
101541,1,2,1,2,2,3,1,1,3,"R",432,"Z",0,"R",432,"R",244,"A",,"R",244,"R",73,"A",,"R",73,"R",73,"A",,"R",73,"Z",0,"A",,"R",0,"R",2,"R",7,"R",70,"R",96,"R",440,"R",580,"R",530,"R",770,"R",18,"R",23,"R",16,"R",23,"R",15,"R",24
101587,2,3,1,2,3,3,1,1,3,"R",1834,"R",631,"R",1203,"R",1708,"R",560,"R",1148,"R",257,"R",109,"R",148,"R",249,"R",106,"R",143,"R",8,"R",3,"R",5,"R",0,"R",0,"R",233,"R",100,"A",,"A",,"A",,"A",,"R",17,"R",22,"R",16,"R",21,"R",16,"R",23
101648,1,3,1,5,3,3,1,1,3,"R",1000,"R",606,"R",394,"R",575,"R",394,"R",181,"C",255,"C",189,"R",66,"C",255,"C",189,"R",66,"A",,"A",,"A",,"R",109,"R",43,"R",183,"R",72,"R",560,"R",650,"R",540,"R",650,"R",18,"R",26,"R",17,"R",26,"R",18,"R",26
101693,1,3,5,3,3,3,2,1,3,"R",2037,"R",619,"R",1418,"R",1356,"R",435,"R",921,"R",250,"R",87,"R",163,"R",249,"R",87,"R",162,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101709,1,2,1,2,3,3,1,1,3,"R",4954,"R",1612,"R",3342,"R",2998,"R",988,"R",2010,"R",471,"R",176,"R",295,"R",455,"R",171,"R",284,"R",16,"R",5,"R",11,"R",59,"R",13,"R",417,"R",89,"R",500,"R",600,"R",490,"R",615,"R",19,"R",26,"R",20,"R",27,"R",17,"R",24
101879,1,2,1,2,3,3,2,1,3,"R",2739,"R",943,"R",1796,"R",2264,"R",792,"R",1472,"R",924,"R",340,"R",584,"R",898,"R",330,"R",568,"R",26,"R",10,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101912,1,3,1,2,2,3,2,2,3,"R",1135,"R",375,"R",760,"R",1008,"R",364,"R",644,"R",303,"R",119,"R",184,"R",303,"R",119,"R",184,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102049,1,2,5,1,1,3,5,3,3,"R",3867,"R",1278,"R",2589,"R",3248,"R",1032,"R",2216,"R",971,"R",316,"R",655,"R",971,"R",316,"R",655,"R",0,"R",0,"R",0,"R",356,"R",37,"R",794,"R",82,"R",540,"R",640,"R",520,"R",600,"R",23,"R",29,"R",23,"R",32,"R",21,"R",27
102094,1,3,1,3,3,3,1,1,3,"R",8084,"R",2967,"R",5117,"R",5904,"R",2081,"R",3823,"R",1578,"R",592,"R",986,"R",1550,"R",581,"R",969,"R",28,"R",11,"R",17,"R",162,"R",10,"R",1469,"R",93,"R",503,"R",610,"R",480,"R",580,"R",20,"R",27,"R",20,"R",28,"R",18,"R",25
102234,5,2,1,2,1,3,5,1,5,"R",2742,"R",1040,"R",1702,"R",1485,"R",552,"R",933,"R",251,"R",110,"R",141,"R",245,"R",108,"R",137,"R",6,"R",2,"R",4,"R",42,"R",17,"R",208,"R",85,"R",490,"R",590,"R",510,"R",560,"R",20,"R",25,"R",21,"R",27,"R",17,"R",24
102270,1,3,1,3,3,3,3,1,3,"R",1230,"R",435,"R",795,"R",683,"R",228,"R",455,"R",122,"R",49,"C",73,"C",118,"R",49,"C",69,"C",4,"R",0,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102368,1,3,1,2,3,3,1,1,2,"R",7018,"R",2633,"R",4385,"R",6487,"R",2416,"R",4071,"R",1857,"R",750,"R",1107,"R",1527,"R",610,"R",917,"R",330,"R",140,"R",190,"R",107,"R",6,"R",1380,"R",74,"R",475,"R",565,"R",460,"R",540,"R",18,"R",25,"R",18,"R",26,"R",16,"R",24
102377,1,2,1,2,2,2,1,1,3,"R",11113,"R",3334,"R",7779,"R",6793,"R",2040,"R",4753,"R",485,"R",162,"R",323,"R",485,"R",162,"R",323,"R",0,"R",0,"R",0,"R",276,"R",57,"R",252,"R",52,"R",450,"R",525,"R",410,"R",520,"R",18,"R",24,"R",17,"R",24,"R",16,"R",23
102553,5,5,1,2,3,3,2,1,5,"R",3081,"R",1248,"R",1833,"R",2367,"R",962,"R",1405,"R",1057,"R",407,"R",650,"R",727,"R",290,"R",437,"R",330,"R",117,"R",213,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102614,1,3,1,3,3,3,1,1,3,"R",1361,"R",594,"R",767,"R",912,"R",379,"R",533,"R",668,"R",300,"R",368,"R",513,"R",238,"R",275,"R",155,"R",62,"R",93,"R",203,"R",30,"R",199,"R",30,"R",530,"R",640,"R",520,"R",630,"R",18,"R",26,"R",16,"R",24,"R",17,"R",26
102632,1,3,1,2,3,2,2,1,3,"R",488,"R",169,"R",319,"R",310,"R",121,"R",189,"R",155,"R",61,"R",94,"R",105,"R",42,"R",63,"R",50,"R",19,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102669,1,3,1,2,3,3,3,1,3,"R",428,"R",127,"R",301,"R",388,"R",105,"R",283,"R",24,"R",8,"R",16,"R",20,"R",5,"R",15,"R",4,"R",3,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104151,2,2,1,2,3,3,1,1,3,"R",53516,"R",25207,"R",28309,"R",47290,"R",21763,"R",25527,"R",12677,"R",6105,"R",6572,"R",12427,"R",5966,"R",6461,"R",250,"R",139,"R",111,"R",6562,"R",52,"R",7265,"R",57,"R",550,"R",650,"R",550,"R",670,"R",21,"R",28,"R",20,"R",28,"R",20,"R",27
104179,1,5,1,2,5,2,5,5,3,"R",43540,"R",18654,"R",24886,"R",37064,"R",15516,"R",21548,"R",7334,"R",3002,"R",4332,"R",5374,"R",2284,"R",3090,"R",1960,"R",718,"R",1242,"R",3380,"R",46,"R",3600,"R",49,"R",550,"R",660,"R",540,"R",690,"R",21,"R",29,"R",20,"R",30,"R",20,"R",28
104586,5,5,1,1,5,3,5,1,3,"R",4250,"R",2956,"R",1294,"R",2841,"R",1967,"R",874,"R",743,"R",526,"R",217,"R",739,"R",523,"R",216,"R",4,"R",3,"R",1,"R",396,"R",53,"R",273,"R",37,"R",570,"R",650,"R",570,"R",670,"R",23,"R",29,"R",21,"R",29,"R",23,"R",28
104717,1,3,1,3,3,3,2,1,3,"R",48918,"R",15577,"R",30733,"R",39474,"R",13439,"R",25679,"R",7858,"R",2791,"R",5067,"R",6532,"R",2350,"R",4182,"R",1326,"R",441,"R",885,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105330,1,3,1,3,3,3,2,1,3,"R",37386,"R",13017,"R",24369,"R",30523,"R",10277,"R",20246,"R",5217,"R",1836,"R",3381,"R",4589,"R",1549,"R",3040,"R",628,"R",287,"R",341,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105589,1,3,1,2,1,3,5,1,3,"R",317,"R",88,"R",229,"R",312,"R",86,"R",226,"R",53,"R",18,"R",35,"R",53,"R",18,"R",35,"R",0,"R",0,"R",0,"R",13,"R",25,"R",6,"R",11,"R",555,"R",680,"R",540,"R",610,"R",15,"R",24,"R",11,"R",21,"R",16,"R",22
105899,1,3,1,3,5,3,1,1,3,"R",778,"R",498,"R",280,"R",556,"R",352,"R",204,"R",282,"R",179,"R",103,"R",281,"R",178,"R",103,"R",1,"R",1,"R",0,"R",138,"R",49,"R",124,"R",44,"R",476,"R",570,"R",460,"R",550,"R",17,"R",22,"R",15,"R",22,"R",16,"R",23
106245,1,3,1,2,3,3,1,1,3,"R",4363,"R",1488,"R",2875,"R",2445,"R",860,"R",1585,"R",516,"R",221,"R",295,"R",494,"R",213,"R",281,"R",22,"R",8,"R",14,"R",39,"R",8,"R",461,"R",89,"R",470,"R",610,"R",500,"R",580,"R",18,"R",25,"R",19,"R",26,"R",17,"R",24
106342,1,3,3,2,3,3,5,3,3,"R",2062,"R",1168,"R",894,"R",1034,"R",546,"R",488,"R",183,"R",102,"R",81,"R",183,"R",102,"R",81,"A",,"A",,"A",,"R",31,"R",17,"R",152,"R",83,"R",505,"R",580,"R",510,"R",585,"R",22,"R",28,"R",21,"R",29,"R",20,"R",26
106397,1,5,1,5,3,3,1,5,3,"R",19777,"R",8176,"R",11601,"R",15361,"R",6232,"R",9129,"R",4726,"R",2058,"R",2668,"R",4685,"R",2035,"R",2650,"R",41,"R",23,"R",18,"R",1139,"R",24,"R",4187,"R",89,"R",550,"R",640,"R",540,"R",640,"R",23,"R",29,"R",22,"R",31,"R",21,"R",27
106412,1,2,1,2,3,3,1,1,3,"R",5464,"R",2082,"R",3382,"R",3260,"R",1174,"R",2086,"R",685,"R",270,"R",415,"R",613,"R",230,"R",383,"R",72,"R",40,"R",32,"R",94,"R",14,"R",538,"R",79,"R",400,"R",500,"R",400,"R",500,"R",14,"R",18,"R",12,"R",19,"R",15,"R",17
106458,1,2,1,2,3,3,1,1,3,"R",5836,"R",2252,"R",3580,"R",3921,"R",1426,"R",2494,"R",1293,"R",494,"R",799,"R",1235,"R",470,"R",765,"R",58,"R",24,"R",34,"R",17,"R",1,"R",1246,"R",96,"R",500,"R",590,"R",500,"R",630,"R",20,"R",26,"R",21,"R",27,"R",18,"R",25
106467,1,2,1,2,3,3,2,1,3,"R",7139,"R",2720,"R",4419,"R",6972,"R",2648,"R",4324,"R",1756,"R",771,"R",985,"R",1674,"R",746,"R",928,"R",82,"R",25,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106546,1,3,1,3,1,3,1,1,1,"R",8,"R",1,"R",7,"R",4,"R",1,"R",3,"R",3,"R",0,"R",3,"R",3,"A",,"R",3,"A",,"A",,"A",,"R",0,"R",0,"R",3,"R",100,"A",,"A",,"A",,"A",,"R",18,"R",22,"R",15,"R",25,"R",16,"R",18
106704,1,3,3,3,3,3,1,1,3,"R",5642,"R",2074,"R",3568,"R",5291,"R",1894,"R",3397,"R",1715,"R",654,"R",1061,"R",1707,"R",651,"R",1056,"R",8,"R",3,"R",5,"R",56,"R",3,"R",1646,"R",96,"R",480,"R",580,"R",470,"R",570,"R",20,"R",27,"R",20,"R",29,"R",18,"R",25
106713,1,1,1,2,3,3,1,1,3,"R",530,"R",368,"R",162,"R",264,"R",179,"R",85,"R",121,"R",76,"R",45,"R",121,"R",76,"R",45,"A",,"A",,"A",,"R",17,"R",14,"R",102,"R",87,"R",425,"R",565,"R",455,"R",535,"R",18,"R",22,"R",16,"R",23,"R",16,"R",22
107044,2,2,1,2,1,3,1,1,3,"R",2201,"R",901,"R",1300,"R",1212,"R",498,"R",714,"R",747,"R",324,"R",423,"R",745,"R",322,"R",423,"R",2,"R",2,"R",0,"R",233,"R",31,"R",590,"R",79,"R",540,"R",650,"R",520,"R",640,"R",21,"R",29,"R",21,"R",32,"R",19,"R",27
107071,1,1,1,3,3,3,1,1,3,"R",3673,"R",1264,"R",2409,"R",2751,"R",932,"R",1819,"R",563,"R",268,"R",295,"R",548,"R",261,"R",287,"R",15,"R",7,"R",8,"R",40,"R",7,"R",509,"R",90,"R",435,"R",590,"R",410,"R",580,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24
107080,1,5,1,1,5,3,5,3,3,"R",1775,"R",882,"R",893,"R",1252,"R",607,"R",645,"R",311,"R",166,"R",145,"R",311,"R",166,"R",145,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107141,1,2,1,2,1,3,1,1,3,"R",1422,"R",459,"R",963,"R",837,"R",301,"R",536,"R",315,"R",124,"R",191,"R",311,"R",122,"R",189,"R",4,"R",2,"R",2,"R",77,"R",24,"R",250,"R",79,"R",560,"R",680,"R",530,"R",630,"R",22,"R",29,"R",23,"R",32,"R",21,"R",27
107512,1,3,1,2,3,3,1,2,3,"R",2524,"R",947,"R",1577,"R",1559,"R",544,"R",1015,"R",389,"R",150,"R",239,"R",389,"R",150,"R",239,"R",0,"R",0,"R",0,"R",83,"R",21,"R",346,"R",89,"R",520,"R",630,"R",510,"R",600,"R",21,"R",29,"R",22,"R",31,"R",20,"R",27
107558,1,2,1,2,5,3,5,5,3,"R",1712,"R",664,"R",1038,"R",957,"R",370,"R",585,"R",195,"R",90,"R",105,"R",195,"R",90,"R",105,"A",,"A",,"A",,"R",33,"R",17,"R",122,"R",65,"R",470,"R",610,"R",480,"R",620,"R",18,"R",23,"R",18,"R",24,"R",17,"R",23
107585,5,3,1,3,3,3,2,1,1,"R",965,"R",370,"R",562,"R",965,"R",370,"R",562,"C",489,"R",190,"C",285,"C",394,"R",155,"C",228,"R",95,"R",35,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107877,1,5,1,3,3,3,1,1,3,"R",1228,"R",424,"R",804,"R",851,"R",275,"R",576,"R",220,"R",90,"R",130,"R",220,"R",90,"R",130,"A",,"A",,"A",,"R",11,"R",5,"R",209,"R",95,"R",480,"R",690,"R",480,"R",640,"R",18,"R",24,"R",17,"R",26,"R",16,"R",23
107983,1,1,1,2,3,3,1,1,3,"R",3426,"R",1304,"R",2122,"R",2348,"R",896,"R",1452,"R",776,"R",371,"R",405,"R",768,"R",364,"R",404,"R",8,"R",7,"R",1,"R",0,"R",0,"R",776,"R",100,"A",,"A",,"A",,"A",,"R",19,"R",25,"R",19,"R",26,"R",17,"R",25
108852,5,3,5,3,1,1,3,3,3,"R",198,"R",71,"R",127,"R",177,"R",65,"R",112,"R",25,"R",14,"R",11,"R",25,"R",14,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109086,3,3,3,3,1,1,3,3,3,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109651,2,3,1,2,5,1,3,1,3,"R",1008,"R",341,"R",667,"R",767,"R",232,"R",535,"R",234,"R",84,"R",150,"R",234,"R",84,"R",150,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109785,1,3,1,3,3,3,5,2,3,"R",4534,"R",1514,"R",3019,"R",4244,"R",1397,"R",2847,"R",620,"R",214,"R",406,"R",604,"R",206,"R",398,"R",16,"R",8,"R",8,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110097,1,3,1,2,3,3,1,1,3,"R",4324,"R",1433,"R",2891,"R",2784,"R",892,"R",1892,"R",715,"R",254,"R",461,"R",702,"R",252,"R",450,"R",13,"R",2,"R",11,"R",547,"R",77,"R",228,"R",32,"R",540,"R",650,"R",530,"R",640,"R",22,"R",29,"R",22,"R",31,"R",21,"R",27
110361,1,2,1,2,2,3,1,2,3,"R",6961,"R",2334,"R",4627,"R",5581,"R",1835,"R",3746,"R",1360,"R",485,"R",875,"R",1331,"R",476,"R",855,"R",29,"R",9,"R",20,"R",1251,"R",92,"R",321,"R",24,"R",480,"R",580,"R",480,"R",570,"R",18,"R",25,"R",18,"R",24,"R",17,"R",25
110370,1,3,1,2,1,1,3,1,3,"R",2625,"R",722,"R",1901,"R",2243,"R",588,"R",1653,"R",191,"R",74,"R",116,"R",191,"R",74,"R",116,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110404,2,2,1,1,1,3,1,1,3,"R",8007,"R",5707,"R",2300,"R",536,"R",282,"R",254,"R",225,"R",127,"R",98,"R",225,"R",127,"R",98,"A",,"A",,"A",,"R",101,"R",45,"R",77,"R",34,"R",740,"R",780,"R",790,"R",800,"R",35,"R",36,"R",35,"R",36,"R",35,"R",36
110413,1,2,1,1,1,3,1,1,3,"R",5568,"R",2377,"R",3191,"R",4142,"R",1729,"R",2413,"R",516,"R",235,"R",281,"R",514,"R",233,"R",281,"R",2,"R",2,"R",0,"R",419,"R",81,"R",141,"R",27,"R",540,"R",620,"R",530,"R",620,"R",20,"R",27,"R",20,"R",27,"R",18,"R",26
110422,1,3,1,1,3,3,1,3,3,"R",52371,"R",26639,"R",25732,"R",20127,"R",9192,"R",10935,"R",4789,"R",2414,"R",2375,"R",4753,"R",2399,"R",2354,"R",36,"R",15,"R",21,"R",3831,"R",80,"R",2010,"R",42,"R",610,"R",690,"R",610,"R",720,"R",26,"R",32,"R",25,"R",34,"R",26,"R",31
110468,1,3,1,3,3,3,3,2,3,"R",21,"R",10,"R",11,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110486,1,3,1,1,3,3,2,3,3,"R",12235,"R",4832,"R",7403,"R",9590,"R",3520,"R",6070,"R",1416,"R",435,"R",981,"R",1387,"R",421,"R",966,"R",29,"R",14,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110495,1,3,1,1,3,3,2,3,3,"R",7136,"R",2378,"R",4758,"R",6374,"R",2053,"R",4321,"R",1238,"R",377,"R",861,"R",1166,"R",360,"R",806,"R",72,"R",17,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110510,1,3,1,1,3,3,1,3,3,"R",14435,"R",5315,"R",9120,"R",11277,"R",3944,"R",7333,"R",2286,"R",795,"R",1491,"R",2199,"R",760,"R",1439,"R",87,"R",35,"R",52,"R",2251,"R",98,"R",556,"R",24,"R",460,"R",540,"R",450,"R",540,"R",15,"R",20,"R",14,"R",20,"R",16,"R",20
110529,1,3,1,1,3,3,1,3,3,"R",38026,"R",19798,"R",18228,"R",24646,"R",11858,"R",12788,"R",4323,"R",2409,"R",1914,"R",4189,"R",2324,"R",1865,"R",134,"R",85,"R",49,"R",4099,"R",95,"R",881,"R",20,"R",500,"R",610,"R",510,"R",640,"R",19,"R",27,"R",18,"R",26,"R",18,"R",27
110538,1,3,1,1,3,3,1,3,3,"R",19999,"R",7896,"R",12103,"R",18034,"R",6982,"R",11052,"R",2316,"R",997,"R",1319,"R",2238,"R",954,"R",1284,"R",78,"R",43,"R",35,"R",2075,"R",90,"R",548,"R",24,"R",490,"R",590,"R",480,"R",580,"R",18,"R",24,"R",16,"R",24,"R",17,"R",24
110547,1,3,1,1,3,3,2,3,3,"R",19399,"R",7974,"R",11425,"R",15752,"R",6106,"R",9646,"R",2254,"R",888,"R",1366,"R",2062,"R",794,"R",1268,"R",192,"R",94,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110556,1,3,1,1,3,3,1,3,3,"R",15448,"R",6356,"R",9092,"R",13920,"R",5573,"R",8347,"R",3693,"R",1516,"R",2177,"R",3478,"R",1419,"R",2059,"R",215,"R",97,"R",118,"R",3584,"R",97,"R",992,"R",27,"R",450,"R",560,"R",440,"R",540,"R",16,"R",21,"R",14,"R",21,"R",16,"R",21
110565,1,3,1,1,3,3,1,3,3,"R",45449,"R",18829,"R",26620,"R",30733,"R",11799,"R",18934,"R",5425,"R",2025,"R",3400,"R",5109,"R",1864,"R",3245,"R",316,"R",161,"R",155,"R",5251,"R",97,"R",1269,"R",23,"R",500,"R",590,"R",500,"R",590,"R",18,"R",23,"R",17,"R",23,"R",17,"R",24
110574,1,3,1,1,3,3,2,3,3,"R",13858,"R",5359,"R",8499,"R",10155,"R",3694,"R",6461,"R",1088,"R",400,"R",688,"R",1066,"R",389,"R",677,"R",22,"R",11,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110583,1,3,1,1,3,3,1,3,3,"R",67426,"R",27136,"R",40290,"R",28400,"R",10744,"R",17656,"R",4908,"R",1891,"R",3017,"R",4761,"R",1812,"R",2949,"R",147,"R",79,"R",68,"R",4662,"R",95,"R",957,"R",19,"R",510,"R",620,"R",510,"R",620,"R",20,"R",26,"R",19,"R",26,"R",18,"R",26
110592,1,3,1,1,3,3,1,3,3,"R",31442,"R",12827,"R",18615,"R",24046,"R",9087,"R",14959,"R",4000,"R",1624,"R",2376,"R",3832,"R",1554,"R",2278,"R",168,"R",70,"R",98,"R",3883,"R",97,"R",955,"R",24,"R",440,"R",530,"R",430,"R",530,"R",15,"R",20,"R",14,"R",21,"R",16,"R",20
110608,1,3,1,1,3,3,1,3,3,"R",27765,"R",12039,"R",15726,"R",18271,"R",7458,"R",10813,"R",4016,"R",1854,"R",2162,"R",3967,"R",1827,"R",2140,"R",49,"R",27,"R",22,"R",3821,"R",95,"R",665,"R",17,"R",460,"R",560,"R",440,"R",550,"R",16,"R",22,"R",15,"R",23,"R",16,"R",22
110617,1,3,1,1,3,3,1,3,3,"R",25734,"R",10251,"R",15483,"R",21383,"R",8207,"R",13176,"R",3761,"R",1477,"R",2284,"R",3694,"R",1439,"R",2255,"R",67,"R",38,"R",29,"R",3570,"R",95,"R",710,"R",19,"R",470,"R",570,"R",460,"R",560,"R",17,"R",23,"R",15,"R",23,"R",16,"R",23
110635,1,3,1,3,5,3,1,1,5,"R",88062,"R",42794,"R",45268,"R",15390,"R",6574,"R",8816,"R",6117,"R",2852,"R",3265,"R",6072,"R",2830,"R",3242,"R",45,"R",22,"R",23,"R",5032,"R",82,"R",2482,"R",41,"R",650,"R",740,"R",660,"R",790,"R",30,"R",35,"R",27,"R",35,"R",27,"R",34
