UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
107080,1,5,1,1,5,3,1,3,3,"R",1545,"R",726,"R",819,"R",1115,"R",514,"R",601,"R",309,"R",154,"R",155,"R",309,"R",154,"R",155,"A",,"A",,"A",,"R",74,"R",24,"R",276,"R",89,"R",600,"R",700,"R",560,"R",690,"R",27,"R",32,"R",27,"R",35,"R",25,"R",29
107141,1,2,1,2,1,3,1,1,3,"R",1094,"R",395,"R",699,"R",844,"R",322,"R",522,"R",319,"R",132,"R",187,"R",319,"R",132,"R",187,"A",,"A",,"A",,"R",96,"R",30,"R",250,"R",78,"R",580,"R",695,"R",530,"R",670,"R",23,"R",30,"R",23,"R",32,"R",21,"R",28
107512,1,2,1,2,3,2,1,1,3,"R",2162,"R",905,"R",1257,"R",1375,"R",559,"R",816,"R",443,"R",197,"R",246,"R",443,"R",197,"R",246,"R",0,"R",0,"R",0,"R",97,"R",22,"R",388,"R",88,"R",520,"R",630,"R",520,"R",620,"R",21,"R",28,"R",21,"R",31,"R",20,"R",27
107558,1,2,1,2,2,3,5,1,3,"R",1808,"R",744,"R",1055,"R",946,"R",367,"R",578,"R",273,"R",123,"R",150,"R",273,"R",123,"R",150,"R",0,"R",0,"R",0,"R",42,"R",15,"R",187,"R",65,"R",470,"R",560,"R",490,"R",580,"R",19,"R",23,"R",18,"R",24,"R",17,"R",23
107585,3,3,1,3,3,3,2,1,1,"R",1234,"R",503,"R",731,"R",915,"R",372,"R",543,"R",469,"R",207,"R",262,"R",357,"R",176,"R",181,"R",112,"R",31,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107877,1,1,1,3,3,3,1,1,3,"R",775,"R",378,"R",397,"R",437,"R",209,"R",228,"R",156,"R",87,"R",69,"R",156,"R",87,"R",69,"A",,"A",,"A",,"R",11,"R",7,"R",137,"R",88,"N",470,"N",550,"N",450,"N",570,"R",17,"R",22,"R",16,"R",22,"R",17,"R",22
107983,1,1,1,2,3,3,1,1,3,"R",3552,"R",1516,"R",2036,"R",2443,"R",990,"R",1453,"R",900,"R",420,"R",480,"R",890,"R",413,"R",477,"R",10,"R",7,"R",3,"R",69,"R",8,"R",898,"R",100,"R",500,"R",630,"R",500,"R",590,"R",19,"R",24,"R",18,"R",25,"R",17,"R",24
108852,5,3,5,3,1,1,3,3,3,"R",408,"R",159,"R",249,"R",322,"R",116,"R",206,"R",79,"R",32,"R",47,"R",79,"R",32,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109086,3,3,3,3,1,1,3,3,3,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109651,2,3,1,2,5,1,3,1,3,"R",844,"R",301,"R",543,"R",571,"R",179,"R",392,"R",241,"R",85,"R",156,"R",241,"R",85,"R",156,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109785,1,2,1,2,1,3,1,2,3,"R",9832,"R",3421,"R",6411,"R",6736,"R",2179,"R",4557,"R",1114,"R",385,"R",729,"R",1107,"R",381,"R",726,"R",7,"R",4,"R",3,"R",952,"R",86,"R",375,"R",34,"R",520,"R",620,"R",500,"R",620,"R",21,"R",27,"R",21,"R",28,"R",19,"R",26
110097,1,3,1,2,3,3,1,1,3,"R",3792,"R",1219,"R",2573,"R",2786,"R",876,"R",1910,"R",866,"R",306,"R",560,"R",857,"R",301,"R",556,"R",9,"R",5,"R",4,"R",741,"R",86,"R",375,"R",43,"R",540,"R",640,"R",520,"R",620,"R",21,"R",27,"R",21,"R",28,"R",20,"R",26
110361,1,2,1,2,1,3,1,2,3,"R",6595,"R",2307,"R",4288,"R",5246,"R",1785,"R",3461,"R",1606,"R",622,"R",984,"R",1570,"R",606,"R",964,"R",36,"R",16,"R",20,"R",1422,"R",87,"R",614,"R",38,"R",510,"R",610,"R",480,"R",590,"R",19,"R",25,"R",18,"R",24,"R",17,"R",25
110370,1,3,1,2,1,1,3,1,3,"R",2292,"R",670,"R",1622,"R",2021,"R",577,"R",1444,"R",263,"R",94,"R",169,"R",263,"R",94,"R",169,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110404,2,2,1,1,1,3,1,1,3,"R",8208,"R",5866,"R",2342,"R",543,"R",259,"R",284,"R",231,"R",124,"R",107,"R",231,"R",124,"R",107,"A",,"A",,"A",,"R",157,"R",68,"R",120,"R",52,"R",740,"R",780,"R",790,"R",800,"R",35,"R",36,"R",35,"R",36,"R",35,"R",36
110413,1,2,1,1,1,3,1,1,3,"R",5752,"R",2456,"R",3296,"R",4111,"R",1693,"R",2418,"R",681,"R",316,"R",365,"R",681,"R",316,"R",365,"A",,"A",,"A",,"R",546,"R",86,"R",254,"R",40,"R",540,"R",630,"R",530,"R",620,"R",21,"R",26,"R",21,"R",27,"R",20,"R",26
110422,1,3,1,1,3,3,1,3,3,"R",54663,"R",28425,"R",26238,"R",16491,"R",7299,"R",9192,"R",4398,"R",2148,"R",2250,"R",4383,"R",2137,"R",2246,"R",15,"R",11,"R",4,"R",3288,"R",75,"R",2485,"R",57,"R",620,"R",700,"R",620,"R",730,"R",26,"R",32,"R",26,"R",34,"R",26,"R",31
110468,1,3,1,3,3,3,3,1,3,"R",11,"R",3,"R",8,"R",11,"R",3,"R",8,"R",1,"R",1,"R",0,"R",1,"R",1,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110486,1,3,1,1,3,3,2,3,3,"R",11455,"R",5006,"R",6449,"R",6931,"R",2810,"R",4121,"R",1494,"R",571,"R",923,"R",1466,"R",559,"R",907,"R",28,"R",12,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110495,1,3,1,1,3,3,2,3,3,"R",7674,"R",2695,"R",4979,"R",6586,"R",2210,"R",4376,"R",1570,"R",493,"R",1077,"R",1508,"R",471,"R",1037,"R",62,"R",22,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110510,1,3,1,1,3,3,1,3,3,"R",16045,"R",6466,"R",9579,"R",8798,"R",3238,"R",5560,"R",2682,"R",1006,"R",1676,"R",2654,"R",993,"R",1661,"R",28,"R",13,"R",15,"R",2613,"R",97,"R",1036,"R",39,"R",460,"R",540,"R",450,"R",540,"R",16,"R",20,"R",14,"R",20,"R",16,"R",20
110529,1,3,1,1,3,3,1,3,3,"R",36662,"R",19839,"R",16823,"R",20220,"R",9649,"R",10571,"R",3863,"R",2019,"R",1844,"R",3776,"R",1963,"R",1813,"R",87,"R",56,"R",31,"R",3530,"R",91,"R",969,"R",25,"R",510,"R",620,"R",510,"R",640,"R",19,"R",27,"R",19,"R",26,"R",18,"R",27
110538,1,3,1,1,3,3,1,3,3,"R",23964,"R",9967,"R",13997,"R",15639,"R",6138,"R",9501,"R",2725,"R",1171,"R",1554,"R",2687,"R",1150,"R",1537,"R",38,"R",21,"R",17,"R",2427,"R",89,"R",979,"R",36,"R",500,"R",600,"R",500,"R",590,"R",18,"R",24,"R",17,"R",24,"R",17,"R",25
110547,1,3,1,1,3,3,2,3,3,"R",20235,"R",8553,"R",11682,"R",12939,"R",4973,"R",7966,"R",2047,"R",767,"R",1280,"R",1970,"R",739,"R",1231,"R",77,"R",28,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110556,1,3,1,1,3,3,1,3,3,"R",18476,"R",7828,"R",10648,"R",10630,"R",4038,"R",6592,"R",3574,"R",1387,"R",2187,"R",3478,"R",1341,"R",2137,"R",96,"R",46,"R",50,"R",3453,"R",97,"R",1216,"R",34,"R",460,"R",570,"R",460,"R",550,"R",16,"R",22,"R",15,"R",22,"R",16,"R",22
110565,1,3,1,1,3,3,1,3,3,"R",51415,"R",22049,"R",29366,"R",22317,"R",8706,"R",13611,"R",4408,"R",1892,"R",2516,"R",4303,"R",1839,"R",2464,"R",105,"R",53,"R",52,"R",4108,"R",93,"R",1372,"R",31,"R",520,"R",610,"R",520,"R",610,"R",19,"R",24,"R",18,"R",24,"R",18,"R",25
110574,1,3,1,1,3,3,2,3,3,"R",16131,"R",6345,"R",9786,"R",11549,"R",4350,"R",7199,"R",1459,"R",577,"R",882,"R",1416,"R",560,"R",856,"R",43,"R",17,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110583,1,3,1,1,3,3,1,3,3,"R",69610,"R",28980,"R",40630,"R",21725,"R",8841,"R",12884,"R",4912,"R",2052,"R",2860,"R",4852,"R",2027,"R",2825,"R",60,"R",25,"R",35,"R",4645,"R",95,"R",1336,"R",27,"R",520,"R",620,"R",520,"R",630,"R",20,"R",26,"R",19,"R",26,"R",19,"R",26
